Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background
"416.774,124.478,0.79065","465.091,140.084,0.669756","470.273,132.336,0.47231","461.13,204.056,0.111106","438.947,198.844,0.200726","463.719,142.762,0.810668","463.677,224.949,0.84297","421.954,193.609,0.755448","488.528,273.226,0.562132","496.358,270.599,0.462137","483.273,376.323,0.686125","515.884,450.688,0.674369","484.586,275.823,0.575005","444.168,375.006,0.606075","425.883,476.824,0.5218","411.588,117.945,0.0974942","420.665,115.329,0.839845","0,0,0","442.786,102.27,0.875865","414.14,476.833,0.0950579","0,0,0","423.336,476.835,0.293385","498.99,476.805,0.204664","531.584,465.033,0.127364","523.75,454.621,0.585455",
"415.469,124.475,0.809365","465.01,138.84,0.656724","466.379,132.327,0.460113","454.635,204.047,0.159696","432.421,194.946,0.142497","462.443,141.496,0.797291","461.116,223.683,0.812148","416.762,189.72,0.657157","487.224,274.513,0.579635","495.083,271.911,0.470177","483.298,373.689,0.672583","515.97,453.327,0.729906","483.29,275.844,0.56516","444.165,376.296,0.589725","425.903,476.822,0.551606","411.554,117.956,0.107668","419.367,115.311,0.822338","0,0,0","440.261,101.024,0.85047","414.157,476.835,0.0956315","0,0,0","424.57,476.834,0.312927","505.504,476.806,0.155885","525.063,476.798,0.115811","523.761,455.931,0.615014",
"415.48,124.447,0.798289","465.005,140.065,0.637106","465.087,133.627,0.427965","459.836,204.039,0.1047","433.738,193.648,0.104271","463.677,141.445,0.816586","463.725,223.652,0.854739","422.013,192.354,0.747574","485.948,274.533,0.601316","495.047,273.21,0.48238","484.582,371.081,0.673506","517.208,454.623,0.7121","481.997,275.851,0.569306","444.166,371.082,0.647422","424.637,476.824,0.538731","411.558,117.96,0.130816","419.378,114.024,0.829203","0,0,0","440.272,101.028,0.851723","414.138,476.834,0.0931502","0,0,0","423.339,476.836,0.306989","506.768,476.807,0.173566","506.795,476.807,0.152412","525.077,458.528,0.561669",
"415.451,121.886,0.829593","463.789,138.813,0.586409","463.727,133.622,0.414183","462.425,204.065,0.0891753","442.838,193.617,0.0999869","463.793,141.386,0.844875","466.367,223.581,0.823749","425.889,193.599,0.719121","485.911,274.546,0.602596","493.764,273.228,0.486516","487.226,372.423,0.691362","517.247,455.935,0.727269","480.699,277.11,0.547822","442.907,371.085,0.696893","424.607,476.823,0.555142","411.553,116.638,0.0783932","419.354,112.706,0.835592","0,0,0","441.539,100.974,0.889263","412.88,476.835,0.0909566","0,0,0","423.315,476.835,0.319975","506.813,476.809,0.176302","506.802,476.811,0.159941","526.346,461.12,0.570179",
"415.467,121.907,0.823155","465.033,140.096,0.617647","463.7,136.208,0.430537","466.349,197.541,0.0865094","442.87,193.593,0.14557","465.076,141.394,0.79381","468.946,220.997,0.739356","427.217,193.639,0.739215","485.902,274.514,0.592257","493.751,273.208,0.456784","487.26,371.12,0.680951","517.243,448.091,0.683997","480.713,275.83,0.543305","442.896,369.782,0.690398","424.606,476.824,0.522011","411.533,117.883,0.0833591","419.361,112.732,0.83241","0,0,0","442.803,100.983,0.906282","412.869,476.833,0.0906521","0,0,0","423.31,476.836,0.298425","526.388,465.051,0.258933","526.376,465.033,0.229482","526.352,454.609,0.560371",
"418.08,121.875,0.824177","465.042,140.103,0.569808","462.412,137.509,0.398674","465.044,202.798,0.0843191","438.936,192.324,0.0565512","466.332,141.408,0.818601","474.203,222.323,0.833583","432.447,194.96,0.746735","485.913,275.864,0.613065","495.045,275.816,0.497519","488.539,369.827,0.71703","518.534,458.532,0.68548","478.116,277.171,0.558659","442.857,371.066,0.684597","424.574,476.828,0.463146","0,0,0","420.689,112.746,0.86028","0,0,0","442.841,100.978,0.930437","412.879,476.837,0.0791251","0,0,0","423.272,476.84,0.255933","505.521,476.81,0.182243","505.495,476.81,0.167414","526.406,463.69,0.576878",
"420.642,121.898,0.835942","465.089,141.446,0.613195","461.135,140.143,0.497408","472.879,200.144,0.053999","0,0,0","471.583,142.741,0.778345","483.32,223.61,0.842972","441.512,202.71,0.753914","485.967,277.165,0.598758","496.33,277.149,0.485539","488.557,371.085,0.722808","517.296,458.538,0.698572","479.417,278.466,0.535338","441.542,369.81,0.642453","423.308,476.827,0.48757","414.163,116.63,0.090057","421.961,112.722,0.891305","0,0,0","444.106,100.96,0.941304","412.88,476.843,0.0687091","0,0,0","422.019,476.838,0.258688","505.505,476.809,0.172154","534.178,455.972,0.0513819","526.377,463.682,0.593468",
"420.648,124.465,0.816927","465.047,141.46,0.606589","455.931,141.381,0.49927","465.075,202.777,0.0652995","448.09,197.53,0.0983196","474.175,141.492,0.821103","489.818,223.589,0.82079","442.878,202.795,0.800798","485.957,281.059,0.573312","495.083,279.766,0.470579","488.55,371.129,0.729046","517.283,457.237,0.686364","479.408,283.647,0.525312","436.328,371.103,0.668233","423.318,476.821,0.608168","414.167,117.916,0.077503","421.946,112.755,0.863817","0,0,0","444.136,99.7488,0.937708","415.447,476.837,0.0920137","419.383,476.851,0.119841","423.269,476.834,0.35424","508.095,476.808,0.193934","506.826,476.809,0.179814","526.364,462.436,0.573236",
"420.687,127.07,0.853274","466.346,142.743,0.679114","458.513,141.473,0.599122","465.017,213.21,0.0790955","446.773,204.054,0.103902","475.451,142.735,0.828042","495.075,223.612,0.861843","446.767,204.063,0.780436","485.953,281.064,0.594646","495.034,281.045,0.472641","485.978,371.076,0.761986","517.276,458.538,0.71308","480.721,283.643,0.541356","435.075,371.052,0.678424","423.272,476.822,0.577421","418.064,119.238,0.0949789","421.975,116.646,0.88597","0,0,0","444.145,103.585,0.885156","414.176,476.845,0.0781735","0,0,0","422.002,476.834,0.332001","506.795,476.81,0.17032","506.781,476.812,0.168651","526.362,462.448,0.599174",
"355.452,95.7536,0.754203","338.465,128.384,0.728502","317.577,124.47,0.589461","0,0,0","0,0,0","360.616,130.956,0.75416","393.259,150.601,0.431743","0,0,0","334.54,223.597,0.663119","318.87,223.596,0.667851","316.25,305.865,0.740441","307.197,381.503,0.805871","348.95,223.62,0.695027","359.325,298.051,0.82964","350.235,369.741,0.863534","350.192,87.908,0.906008","359.277,87.9557,0.406435","334.546,86.6351,0.766242","0,0,0","367.191,380.233,0.754926","369.75,377.595,0.746474","346.281,373.704,0.771794","313.663,399.783,0.773912","305.825,397.207,0.71501","307.189,384.172,0.593907",
"411.485,129.667,0.904536","454.663,145.36,0.73002","444.147,147.968,0.619632","441.568,228.858,0.760839","406.318,184.491,0.596125","466.395,141.49,0.793","463.726,222.355,0.847332","421.989,183.228,0.757531","475.495,284.964,0.630412","474.165,284.969,0.460749","475.534,378.926,0.784432","517.178,463.751,0.804765","476.792,286.23,0.571461","428.515,377.599,0.586636","423.289,476.821,0.50594","0,0,0","411.559,119.242,0.936651","0,0,0","432.452,107.478,0.925812","412.822,476.816,0.109043","415.463,476.842,0.132281","423.261,476.831,0.299098","505.465,476.815,0.151923","506.785,476.819,0.165117","523.75,466.345,0.590978",
"411.584,129.702,0.928044","457.234,149.264,0.738654","444.194,151.823,0.618301","442.865,231.48,0.805571","412.88,194.917,0.536594","472.884,142.789,0.778678","465.013,223.668,0.870254","423.318,192.285,0.754821","480.687,286.25,0.577848","479.394,286.248,0.421208","474.177,380.229,0.797857","515.977,463.734,0.787522","481.993,286.278,0.56149","431.083,376.325,0.586873","423.298,476.823,0.456165","411.486,121.84,0.05339","412.877,119.303,0.939648","0,0,0","435.007,108.822,0.932854","412.842,476.823,0.0931493","0,0,0","423.267,476.832,0.269585","505.485,476.813,0.169419","506.786,476.817,0.178616","523.753,465.095,0.59993",
"412.919,134.893,0.849765","464.997,150.598,0.782653","453.321,151.877,0.674104","442.858,234.038,0.833006","411.579,197.539,0.599496","475.469,149.261,0.813447","465.077,226.238,0.844077","423.247,193.609,0.687758","484.582,287.575,0.601802","484.597,287.566,0.432795","472.89,380.262,0.789886","515.978,463.752,0.804585","484.579,287.62,0.576753","429.832,372.437,0.636269","423.327,476.815,0.42599","410.26,128.397,0.0897748","416.752,123.176,0.835554","0,0,0","440.243,110.157,0.898992","0,0,0","0,0,0","423.278,476.827,0.262897","504.17,476.811,0.159141","505.482,476.816,0.168891","523.758,465.111,0.612234",
"416.759,136.228,0.819501","465.028,154.46,0.768985","452.011,158.372,0.661802","442.902,235.382,0.825595","415.488,205.357,0.602222","476.836,151.837,0.802397","466.382,228.873,0.78161","420.686,194.957,0.744731","484.608,290.2,0.596732","482.013,290.186,0.418669","474.107,381.519,0.785693","515.964,463.734,0.803406","484.64,292.785,0.57213","427.222,373.683,0.640916","423.282,476.818,0.320599","0,0,0","420.64,125.785,0.843248","0,0,0","442.811,114.033,0.886627","0,0,0","0,0,0","423.253,476.83,0.181524","502.882,476.809,0.163052","504.184,476.813,0.1727","523.755,465.097,0.614106",
"416.78,138.779,0.849822","466.339,155.797,0.750073","454.587,157.097,0.680454","445.453,234.113,0.724539","421.933,205.396,0.515056","478.125,153.191,0.762186","474.179,232.783,0.813566","428.498,204.041,0.673133","485.913,287.606,0.599657","484.619,287.592,0.428242","472.877,380.243,0.791689","515.957,463.748,0.797258","485.937,288.9,0.587575","424.614,369.814,0.743804","423.286,466.345,0.373104","0,0,0","420.684,128.378,0.883192","0,0,0","442.864,116.633,0.90197","415.45,476.796,0.0878375","418.067,476.822,0.119428","423.254,476.804,0.275341","504.19,476.811,0.16275","505.49,476.815,0.183189","523.735,465.106,0.596648",
"419.369,138.776,0.851488","465.049,157.097,0.787339","453.267,160.957,0.728743","444.14,235.396,0.829036","420.652,204.101,0.638496","478.071,151.918,0.80499","474.129,232.749,0.839858","431.089,202.735,0.710052","485.955,290.195,0.604285","488.544,290.175,0.421222","474.144,380.255,0.810531","515.971,463.73,0.814606","484.654,292.794,0.59492","424.615,371.074,0.679752","422.015,467.677,0.375806","0,0,0","421.949,128.368,0.896544","0,0,0","444.111,116.604,0.900759","0,0,0","0,0,0","420.658,476.807,0.274113","504.177,476.81,0.146115","505.491,476.817,0.161529","523.739,465.082,0.629377",
"419.358,136.209,0.829653","465.056,155.781,0.783223","454.556,158.407,0.709718","445.469,234.101,0.81285","425.883,209.273,0.690027","476.772,151.919,0.826946","475.533,234.056,0.880176","437.641,202.798,0.767593","485.951,287.568,0.627737","488.541,287.555,0.444323","474.222,380.19,0.795438","515.934,462.439,0.78232","485.902,287.607,0.606825","423.312,369.816,0.688801","421.959,467.654,0.361092","0,0,0","421.935,127.052,0.882756","0,0,0","442.918,115.32,0.88967","412.834,476.792,0.0926505","414.166,476.824,0.123096","419.38,476.805,0.268946","522.467,476.793,0.127566","0,0,0","521.153,465.019,0.618938",
"416.764,132.291,0.859505","465.031,151.822,0.741938","455.919,150.585,0.646545","450.662,231.479,0.730872","425.912,202.707,0.687486","474.164,150.618,0.840315","474.239,230.184,0.840863","437.631,193.691,0.782166","485.881,288.908,0.619545","493.722,288.9,0.458264","479.378,380.205,0.765372","517.205,463.752,0.811998","480.696,291.482,0.566532","423.324,371.115,0.676105","422.002,476.801,0.453466","0,0,0","420.686,121.89,0.884143","0,0,0","442.853,111.455,0.926491","416.756,476.833,0.0788537","0,0,0","422.004,476.819,0.313123","505.51,476.815,0.159262","506.796,476.817,0.184331","525.046,465.096,0.584123",
"414.171,129.74,0.9","463.735,144.051,0.540053","458.515,142.752,0.391223","457.224,204.083,0.0639061","0,0,0","465.045,147.923,0.800614","463.716,223.638,0.846144","429.793,188.398,0.737733","485.93,282.356,0.612487","495.055,281.064,0.501601","483.285,377.617,0.754364","517.235,463.768,0.807757","479.405,283.667,0.568637","424.592,375.006,0.633225","423.355,476.815,0.507401","0,0,0","418.071,120.515,0.881031","0,0,0","441.554,110.109,0.924847","415.471,476.835,0.0876379","0,0,0","424.589,476.828,0.312932","501.59,476.811,0.166248","504.184,476.813,0.185286","525.081,466.369,0.560291",
