Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background
"262.778,129.643,0.867272","234.077,142.754,0.890634","202.809,141.444,0.820069","189.705,202.809,0.839066","222.308,177.972,0.675686","265.371,145.351,0.823218","305.851,181.894,0.883367","317.588,155.784,0.816313","223.567,265.421,0.720133","202.716,266.669,0.698461","183.243,333.261,0.708487","154.472,401.113,0.785729","243.209,265.401,0.716721","271.915,329.336,0.787846","275.811,391.93,0.801564","257.54,119.303,0.924143","265.433,120.543,0.356296","239.313,111.413,0.860428","0,0,0","290.177,419.381,0.72205","295.395,412.855,0.771386","266.718,398.493,0.676096","162.312,421.957,0.367363","151.908,420.639,0.359394","150.601,403.74,0.691874",
"265.352,129.675,0.920739","235.434,142.785,0.887384","204.13,142.765,0.795869","183.248,205.368,0.843282","215.838,183.149,0.702894","266.769,142.785,0.835437","314.985,163.602,0.813568","338.492,155.786,0.741442","224.951,269.291,0.731463","204.072,268.035,0.694301","181.935,337.144,0.746391","153.205,403.697,0.778631","245.799,268.033,0.7297","274.537,330.62,0.819164","271.943,394.607,0.735179","258.854,120.554,0.890385","266.706,120.572,0.579984","241.877,112.757,0.837195","0,0,0","287.582,418.053,0.731625","291.507,412.798,0.750598","265.401,402.41,0.717529","158.398,424.578,0.533776","149.217,422.005,0.543043","151.875,406.344,0.63222",
"266.705,129.735,0.926447","238.022,146.632,0.828385","207.963,149.228,0.773115","184.54,207.954,0.790418","214.471,183.237,0.76958","270.621,142.768,0.809729","313.683,170.104,0.823179","333.254,151.897,0.805076","230.151,266.732,0.705328","209.276,266.732,0.672898","187.079,333.251,0.681277","158.39,402.386,0.741804","251.034,266.733,0.694397","275.838,328.057,0.835882","273.233,397.203,0.755861","264.071,120.589,0.900069","269.317,120.618,0.500688","244.453,114.012,0.873204","0,0,0","287.621,418.08,0.72118","294.078,412.827,0.736961","265.439,403.707,0.761992","160.998,423.316,0.445655","150.559,421.967,0.430102","154.476,406.316,0.566521",
"266.645,123.159,0.85306","240.61,146.664,0.808535","209.302,149.21,0.749897","191.004,204.116,0.794525","223.598,185.807,0.638851","273.204,144.053,0.806056","308.5,170.107,0.787568","329.305,153.158,0.587696","232.78,266.713,0.698925","213.154,266.692,0.686553","192.358,333.232,0.704359","162.271,392.009,0.669408","253.623,266.73,0.696958","277.167,328.034,0.824129","274.513,397.201,0.769558","260.194,117.896,0.785669","269.31,117.965,0.700614","244.521,111.421,0.848357","0,0,0","288.865,419.352,0.724663","294.122,412.847,0.75673","265.431,402.463,0.74427","166.228,406.32,0.245444","155.806,405.009,0.261842","158.374,398.488,0.454325",
"270.605,129.658,0.874508","244.448,146.654,0.868147","213.158,149.243,0.807988","191.027,205.382,0.832591","215.849,183.205,0.793977","274.547,142.786,0.832347","314.962,177.947,0.795023","328.058,151.827,0.828908","235.348,265.389,0.749016","214.512,265.421,0.699851","192.369,334.539,0.732862","162.278,395.902,0.748173","254.96,265.364,0.728258","277.168,328.04,0.837735","274.496,397.187,0.770309","266.68,120.546,0.937967","275.786,120.559,0.465815","247.111,111.431,0.894516","0,0,0","287.605,415.484,0.740365","294.076,411.584,0.789898","265.429,403.709,0.775096","161.028,420.639,0.268478","151.859,414.15,0.287165","160.964,402.394,0.560664",
"277.098,124.446,0.893812","245.874,146.635,0.871331","219.72,146.661,0.775347","193.654,204.128,0.856921","225.013,184.5,0.791883","275.827,145.366,0.84134","307.1,183.167,0.904819","314.952,160.992,0.777677","240.575,265.427,0.682037","222.332,266.703,0.658081","202.78,334.542,0.764989","164.911,393.292,0.69072","257.57,265.374,0.70881","278.496,328.005,0.802643","273.238,397.196,0.764013","273.219,117.959,0.873272","278.451,119.21,0.556038","253.659,110.132,0.918792","0,0,0","286.3,415.459,0.718889","291.488,411.576,0.747099","265.425,402.467,0.781647","171.424,421.97,0.412543","160.966,419.382,0.361067","160.946,401.074,0.552475",
"282.335,124.485,0.8174","251.061,145.332,0.804244","228.843,142.739,0.794103","213.205,202.697,0.860988","252.355,181.864,0.766179","274.525,149.266,0.794112","296.694,192.255,0.887244","299.305,170.099,0.808568","243.176,258.882,0.683601","224.929,261.496,0.650831","215.82,330.643,0.765371","170.113,389.363,0.773735","256.319,257.549,0.710894","281.068,322.808,0.7487","274.514,394.568,0.773465","277.089,117.932,0.901396","284.99,117.968,0.574946","256.303,110.149,0.945922","0,0,0","287.552,415.451,0.732665","291.514,411.542,0.752209","265.422,402.389,0.740244","181.923,411.543,0.661534","171.449,410.253,0.607018","160.953,391.928,0.688905",
"283.629,128.345,0.857568","254.982,142.764,0.851622","235.428,142.739,0.819184","254.974,183.254,0.829049","295.424,177.971,0.702189","274.5,144.062,0.687506","286.234,192.324,0.480859","308.492,191.003,0.456584","244.475,264.078,0.720344","226.246,265.427,0.669846","219.735,338.45,0.749043","177.942,384.13,0.757439","257.585,260.164,0.68203","281.074,325.392,0.775928","274.507,394.581,0.7643","277.159,119.288,0.951443","286.277,120.514,0.725845","261.46,111.442,0.850862","0,0,0","287.541,415.468,0.699144","291.499,411.554,0.718367","265.438,402.404,0.727376","192.285,411.572,0.663136","181.865,411.489,0.625968","170.131,384.165,0.732098",
"283.652,129.612,0.867643","254.935,142.778,0.802038","238.011,141.422,0.804115","248.417,181.915,0.687922","278.458,171.473,0.655405","269.302,147.965,0.669155","275.843,192.33,0.168645","284.952,180.551,0.235286","244.494,261.474,0.69299","228.837,264.079,0.619214","223.592,331.942,0.791423","183.182,389.344,0.769288","257.542,257.593,0.673616","278.498,320.185,0.816675","274.499,394.563,0.757122","277.208,120.506,0.937579","286.268,120.573,0.583906","262.765,111.438,0.852801","0,0,0","287.557,415.438,0.702888","291.506,411.533,0.719862","266.65,402.396,0.735155","198.852,411.552,0.682853","189.695,411.485,0.63588","174.054,389.361,0.609574",
"283.687,129.624,0.883419","255.017,142.734,0.903437","243.18,140.1,0.836346","264.101,172.71,0.843817","299.331,171.481,0.820459","268.026,149.232,0.785075","281.066,193.574,0.818386","305.83,175.338,0.512416","244.451,258.887,0.70735","226.254,261.492,0.641778","223.629,338.43,0.817376","187.111,389.316,0.779799","256.307,256.306,0.71605","278.483,318.911,0.827348","274.502,393.305,0.749069","278.437,120.49,0.926629","286.311,120.561,0.634176","262.768,111.42,0.86925","0,0,0","287.555,415.453,0.682903","291.503,411.545,0.702122","265.434,402.387,0.687934","198.835,412.902,0.73652","188.406,411.557,0.720046","181.819,389.361,0.747964",
"282.382,129.626,0.877047","253.643,141.46,0.902185","235.454,137.532,0.818362","254.935,168.799,0.832805","292.792,163.592,0.79407","266.687,149.231,0.840245","278.475,193.603,0.868097","294.101,171.493,0.72409","241.928,256.29,0.681199","224.991,257.59,0.637715","223.683,335.882,0.79265","189.714,388.074,0.786367","256.228,256.237,0.706614","277.196,318.957,0.831326","274.506,394.572,0.754836","277.201,120.519,0.945059","286.279,120.578,0.54074","262.777,111.451,0.861201","0,0,0","287.573,416.742,0.711534","292.796,411.568,0.727758","265.435,402.401,0.732493","198.859,412.866,0.737463","189.691,411.533,0.728103","181.911,389.381,0.729028",
"278.458,128.396,0.893591","251.057,141.383,0.867145","234.122,133.634,0.817353","240.608,170.12,0.841433","283.643,161,0.823165","266.654,147.965,0.820701","278.461,193.664,0.87466","288.934,171.482,0.814098","238.007,254.935,0.684275","224.897,254.974,0.659571","221.001,331.945,0.730799","185.811,391.922,0.810469","254.91,254.913,0.691693","275.885,322.805,0.799928","274.474,393.287,0.732515","275.864,119.306,0.962743","284.916,120.565,0.537969","257.557,110.171,0.902522","0,0,0","287.581,415.481,0.669917","291.507,411.559,0.68618","265.433,402.374,0.697442","200.145,414.13,0.76287","190.969,412.835,0.749084","181.835,393.298,0.746493",
"264.104,128.392,0.895278","244.571,141.46,0.921741","215.795,140.083,0.823105","202.783,194.918,0.848144","224.998,167.544,0.731322","275.791,144.065,0.844749","307.108,193.672,0.875378","307.134,172.742,0.848731","243.183,260.164,0.720884","223.566,260.191,0.708793","205.379,328.028,0.808697","183.215,390.654,0.80705","262.78,258.872,0.705515","287.527,320.209,0.838483","307.107,385.457,0.76032","257.568,119.295,0.926376","266.759,120.527,0.867321","243.231,110.125,0.915884","0,0,0","316.275,412.829,0.77883","320.218,407.634,0.735055","303.224,391.944,0.655568","198.829,412.868,0.777808","188.385,412.841,0.735949","179.289,394.586,0.669082",
