Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background
"316.304,130.999,0.822674","287.607,145.353,0.848459","266.735,140.172,0.860029","268.025,198.841,0.797103","297.988,171.407,0.663761","308.486,150.602,0.827185","308.507,201.465,0.647155","300.642,193.62,0.552729","269.328,261.468,0.6652","254.931,262.78,0.651688","243.206,329.304,0.810704","213.149,389.382,0.838686","286.314,260.159,0.714789","309.745,321.493,0.769792","327.974,398.491,0.756055","312.36,124.476,0.761706","318.884,125.757,0.244536","297.958,117.946,0.927311","0,0,0","326.676,423.282,0.786593","334.549,421.93,0.754918","325.399,402.42,0.554015","235.356,403.703,0.815299","224.977,405.05,0.759948","204.049,394.583,0.854224",
"313.67,130.962,0.773911","286.295,149.259,0.853526","266.769,140.134,0.849567","266.709,193.653,0.891977","299.349,166.221,0.774696","301.916,157.08,0.670424","308.425,214.514,0.815066","327.998,207.987,0.578438","270.615,258.886,0.682621","254.971,261.463,0.676096","243.177,328.071,0.794687","213.161,390.609,0.838163","286.317,258.86,0.725767","308.522,320.223,0.783078","327.984,397.178,0.755676","309.762,121.901,0.777396","317.626,125.751,0.410203","296.765,117.916,0.915769","0,0,0","326.699,423.309,0.786461","334.556,421.948,0.747625","324.134,401.147,0.537585","235.363,403.693,0.822724","224.983,405.048,0.766004","204.058,394.612,0.84068",
"308.512,131.029,0.71735","287.604,146.63,0.830968","266.719,138.839,0.840202","265.356,192.273,0.875167","295.414,162.288,0.723249","308.434,153.164,0.751339","308.503,222.293,0.721807","330.662,224.912,0.406557","273.222,262.794,0.692403","254.972,264.077,0.702216","239.32,328.011,0.760289","213.144,389.354,0.83113","288.873,262.773,0.711641","312.391,326.704,0.76648","327.999,399.769,0.790446","308.404,124.474,0.74251","316.266,129.639,0.460703","296.726,116.607,0.871376","0,0,0","326.686,423.291,0.801754","334.568,421.937,0.770868","325.423,402.451,0.580321","234.124,402.468,0.818722","224.944,405.027,0.765865","204.056,394.584,0.833202",
"311.055,129.732,0.532893","288.936,150.527,0.830985","268.042,138.804,0.766819","257.615,185.796,0.780962","287.529,157.093,0.682629","312.382,161.017,0.810939","307.188,214.476,0.622807","318.929,235.346,0.475646","274.555,264.064,0.705076","255.012,264.073,0.69338","241.879,328.008,0.761577","213.16,388.069,0.821532","291.509,264.052,0.684388","315,328.028,0.818472","328.03,399.784,0.802693","308.447,121.841,0.593834","317.564,125.773,0.368844","296.733,112.734,0.831517","318.909,125.772,0.0527274","326.735,423.297,0.826232","335.862,421.949,0.799182","326.684,403.701,0.604238","235.35,402.458,0.811142","224.938,405.002,0.759363","204.079,393.309,0.823665",
"315.002,129.719,0.839865","290.191,144.032,0.813166","266.766,132.291,0.809321","251.053,180.59,0.793577","279.744,149.271,0.732746","317.551,158.372,0.823333","308.512,205.385,0.488125","318.913,228.871,0.404372","274.542,258.874,0.715999","254.983,257.568,0.725903","241.901,324.127,0.74328","213.225,382.855,0.809002","292.818,260.18,0.696575","314.945,327.988,0.790787","328.029,399.793,0.80732","309.797,120.588,0.838448","318.919,123.14,0.522171","296.715,110.188,0.899637","0,0,0","326.711,423.296,0.809562","335.838,421.957,0.782859","326.687,403.701,0.587389","235.361,402.45,0.796799","224.918,403.727,0.766078","204.112,390.668,0.774259",
"311.092,127.051,0.641291","287.636,149.254,0.73863","265.409,140.158,0.680948","248.459,174.062,0.551995","284.984,172.763,0.375804","314.987,155.766,0.668895","309.783,213.158,0.364337","307.129,189.718,0.231884","274.526,262.77,0.704949","254.953,260.171,0.701241","240.59,328.056,0.761174","213.231,381.527,0.845458","294.09,264.066,0.695323","312.366,329.313,0.799521","328.015,401.061,0.800869","308.424,119.227,0.717516","317.623,120.518,0.605856","295.422,110.119,0.821854","320.192,120.523,0.0540669","326.697,423.321,0.81317","334.579,421.969,0.794627","326.701,403.724,0.590264","235.364,402.463,0.786266","224.924,402.462,0.766945","204.106,386.758,0.799569",
"309.801,128.377,0.774463","290.175,142.744,0.809042","265.409,131.036,0.842027","245.785,172.79,0.857391","271.898,144.04,0.636826","317.644,155.764,0.822698","316.261,214.507,0.643471","337.18,218.439,0.295225","273.243,257.594,0.706531","254.909,256.277,0.726065","240.611,326.694,0.769298","213.248,380.25,0.86613","291.512,260.168,0.694381","309.755,328.016,0.833548","328.004,401.076,0.818963","308.408,119.303,0.85037","317.605,120.568,0.656746","295.424,108.851,0.895604","0,0,0","326.692,423.311,0.804262","334.577,421.955,0.794694","326.714,405.003,0.596576","235.366,402.469,0.791264","224.918,402.461,0.790495","205.365,382.882,0.793499",
"308.451,127.09,0.850406","291.515,141.477,0.816084","265.389,131.016,0.817207","244.463,171.426,0.876062","265.431,141.401,0.787339","318.904,151.908,0.845003","324.111,211.904,0.714399","341.074,196.236,0.226987","273.189,256.286,0.699428","253.65,254.977,0.711189","235.432,320.185,0.803216","214.452,377.611,0.857146","290.217,257.6,0.692628","308.445,330.62,0.837173","328.002,401.132,0.829096","307.097,119.204,0.883479","316.31,120.55,0.783424","294.073,108.811,0.843044","0,0,0","325.412,423.294,0.78967","333.262,421.944,0.783034","327.976,405.049,0.591324","234.092,406.319,0.733556","223.629,403.713,0.725957","207.955,380.236,0.81055",
"307.149,128.332,0.876632","290.179,142.735,0.797843","265.371,134.912,0.718207","235.441,171.371,0.862569","258.871,140.069,0.745157","317.616,150.619,0.866558","329.383,213.207,0.809993","329.354,188.399,0.449754","270.621,256.285,0.700847","252.358,254.964,0.692175","234.1,320.222,0.793255","214.456,377.596,0.848348","288.92,257.596,0.70873","307.188,329.319,0.851004","327.996,401.076,0.813017","304.524,117.962,0.849966","313.689,120.569,0.71681","288.884,106.215,0.83752","0,0,0","325.39,423.282,0.781199","333.253,421.935,0.777827","327.979,405.001,0.594345","224.898,410.237,0.809543","214.471,406.314,0.754133","210.556,380.171,0.700216",
"303.223,127.046,0.82848","287.625,146.633,0.840903","264.093,140.146,0.785741","234.13,171.404,0.890313","254.919,137.521,0.79783","317.554,151.876,0.851963","338.468,204.12,0.767114","331.958,189.703,0.401381","269.299,256.254,0.726985","251.02,254.926,0.6913","234.002,320.193,0.767773","213.25,378.926,0.823238","288.875,257.566,0.738928","307.179,328.027,0.842954","327.988,399.764,0.777402","298.045,117.939,0.907931","308.463,119.298,0.907506","286.276,106.219,0.874042","0,0,0","325.386,423.309,0.777665","333.251,421.959,0.772766","327.992,402.443,0.570951","214.468,414.154,0.736898","204.107,411.525,0.680038","213.161,380.249,0.651936",
