Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background
"440.26,141.396,0.885023","484.611,164.912,0.765323","466.391,159.669,0.679775","438.925,214.497,0.821165","419.348,171.488,0.722341","501.559,172.703,0.743925","505.523,252.328,0.834305","446.761,249.737,0.711385","495.081,294.101,0.57297","491.149,292.8,0.394599","484.585,381.586,0.785335","528.983,458.511,0.680965","496.391,296.671,0.597233","432.378,381.503,0.764084","423.281,476.816,0.736716","435.052,131.068,0.182631","442.887,130.975,0.956548","0,0,0","465.081,119.284,0.950887","412.835,476.814,0.164016","415.473,476.837,0.208454","423.277,476.829,0.4655","530.302,476.805,0.176721","528.971,476.814,0.188067","538.155,462.447,0.60504",
"435.059,141.419,0.884547","483.311,168.812,0.720692","467.668,159.713,0.641008","435.035,213.209,0.8719","418.082,171.384,0.703089","496.311,175.346,0.743845","502.893,254.971,0.841023","449.381,265.373,0.710888","493.711,294.105,0.575417","491.141,294.099,0.397436","484.662,382.817,0.79283","527.702,454.645,0.703447","493.751,295.407,0.611989","424.602,381.537,0.730775","421.996,476.82,0.61357","432.413,132.286,0.102683","441.506,130.981,0.895093","0,0,0","463.781,119.294,0.961402","412.84,476.834,0.10801","416.775,476.85,0.129512","422.012,476.832,0.347803","534.211,476.798,0.207918","0,0,0","538.109,459.823,0.583639",
"432.371,140.051,0.902641","478.084,164.941,0.701917","467.646,159.694,0.63764","435.08,206.695,0.791483","418.071,163.623,0.72957","487.22,172.779,0.748803","497.658,256.214,0.855682","441.579,262.794,0.759366","491.148,296.709,0.582149","497.669,296.686,0.438145","488.529,384.145,0.750768","528.994,458.521,0.661978","484.651,298.018,0.602174","420.677,384.173,0.719086","420.685,476.826,0.522794","431.079,129.687,0.107255","433.757,129.607,0.888111","0,0,0","459.82,119.181,0.85638","411.552,476.845,0.0884477","0,0,0","421.94,476.836,0.306441","518.559,476.802,0.168419","518.528,476.807,0.163327","538.161,463.715,0.601804",
"427.192,134.925,0.809212","474.182,162.283,0.757299","470.242,153.201,0.618556","442.869,201.48,0.847945","421.984,170.154,0.731596","476.779,171.39,0.766593","493.705,253.63,0.821082","435.072,252.322,0.736863","488.517,291.494,0.559867","498.973,288.866,0.418773","489.819,380.226,0.769401","527.732,454.633,0.683061","480.72,295.419,0.579895","414.187,388.038,0.716003","420.645,476.828,0.510623","424.587,128.368,0.0805613","432.364,125.773,0.863787","0,0,0","454.621,115.339,0.874377","408.935,476.847,0.0745434","0,0,0","421.937,476.837,0.292661","518.556,476.799,0.161401","517.276,476.801,0.147031","538.084,461.119,0.614386",
"423.268,131.039,0.916965","475.488,155.8,0.763159","487.22,142.715,0.68226","445.504,196.251,0.494026","424.638,172.749,0.676339","465.055,166.234,0.729591","475.518,248.426,0.837888","424.606,235.388,0.738847","487.25,291.48,0.561264","502.9,286.295,0.478801","488.532,380.179,0.773957","529.002,461.115,0.709858","476.793,295.404,0.579612","412.89,386.734,0.738639","419.365,476.824,0.56428","0,0,0","427.178,120.62,0.853135","0,0,0","453.263,111.458,0.894851","408.933,476.848,0.0797745","0,0,0","420.652,476.835,0.320625","514.639,476.796,0.200129","515.89,476.795,0.192902","538.104,463.753,0.614481",
"421.925,130.936,0.909402","471.583,153.173,0.772048","485.965,141.469,0.697427","445.498,193.654,0.30765","425.893,163.644,0.625254","454.638,163.6,0.77425","453.33,245.812,0.878716","403.747,223.614,0.729982","485.952,294.112,0.600799","502.883,288.89,0.5084","485.972,380.174,0.811706","528.975,455.927,0.714995","474.187,296.739,0.604615","412.855,386.744,0.760192","419.356,476.824,0.536587","419.38,121.872,0.0828262","423.327,120.527,0.890671","0,0,0","450.685,110.132,0.886513","410.224,476.847,0.0790481","0,0,0","420.646,476.835,0.306572","506.767,467.653,0.314692","506.799,465.121,0.32583","538.16,462.41,0.635691",
"421.966,129.694,0.917756","470.241,151.818,0.785574","487.259,141.438,0.696705","0,0,0","0,0,0","451.981,160.995,0.780774","424.62,238.022,0.796867","380.246,214.521,0.799063","487.205,291.476,0.601596","504.2,287.581,0.533028","485.97,380.166,0.811448","530.3,454.606,0.68453","474.162,295.396,0.579979","412.903,384.151,0.751113","419.365,476.827,0.466189","420.668,121.863,0.0847887","423.331,120.498,0.905432","0,0,0","450.662,110.081,0.896998","406.333,476.845,0.0631147","0,0,0","420.676,476.837,0.264649","514.597,467.653,0.214498","514.612,466.374,0.20269","539.47,459.831,0.603047",
"421.969,129.686,0.930192","468.968,151.892,0.769718","487.242,144.034,0.631132","0,0,0","0,0,0","451.96,160.967,0.765055","424.625,235.432,0.824323","380.192,213.143,0.720057","485.973,290.191,0.592815","504.179,287.579,0.515262","485.939,378.923,0.809448","532.881,454.622,0.674118","474.149,294.087,0.571434","412.887,388.07,0.77515","419.38,476.823,0.629553","420.642,121.897,0.0958622","423.34,119.293,0.910936","0,0,0","450.679,108.863,0.881382","411.524,476.849,0.0951728","0,0,0","420.671,476.835,0.365691","521.146,476.796,0.16453","519.866,476.794,0.145871","540.748,459.84,0.592442",
"421.968,128.39,0.895641","468.942,151.902,0.768046","485.976,144.061,0.630998","0,0,0","0,0,0","450.713,160.971,0.763825","423.325,235.399,0.863237","378.876,211.908,0.73445","485.894,295.376,0.614265","501.591,291.481,0.520286","485.909,378.875,0.80653","535.472,459.837,0.698189","472.834,296.718,0.575021","412.887,386.738,0.747157","419.391,476.826,0.527478","420.702,119.272,0.0952597","424.572,119.207,0.8845","0,0,0","450.666,108.857,0.886518","410.218,476.848,0.0758789","0,0,0","420.7,476.836,0.294262","523.755,476.807,0.171749","522.446,476.811,0.167901","542.057,463.706,0.607255",
"423.252,128.406,0.894207","474.173,150.531,0.80248","491.152,141.47,0.70539","465.028,194.93,0.0951331","0,0,0","455.914,155.777,0.735028","433.722,235.372,0.87343","380.22,213.233,0.749008","485.969,291.503,0.595235","502.874,288.894,0.517597","485.887,377.594,0.789529","534.2,462.399,0.703688","474.198,295.385,0.591241","414.177,390.668,0.753601","420.646,476.825,0.602881","421.963,119.264,0.0924231","425.92,119.192,0.856364","0,0,0","452.003,108.846,0.913864","411.547,476.848,0.0969711","0,0,0","420.7,476.835,0.350174","527.693,476.807,0.192745","527.676,476.816,0.192011","539.457,463.766,0.638473",
"423.362,125.773,0.849708","475.454,149.274,0.787531","488.551,141.445,0.701074","453.29,204.049,0.417789","424.593,158.405,0.646583","463.675,153.194,0.766344","449.367,235.377,0.825598","390.66,214.564,0.747151","487.251,288.896,0.601468","502.875,286.3,0.518426","488.564,380.222,0.777928","536.77,463.731,0.717341","475.52,294.082,0.595924","416.761,389.345,0.722737","420.671,476.821,0.66942","422.013,117.951,0.141552","431.065,116.618,0.836549","0,0,0","453.354,108.732,0.912057","411.533,476.837,0.126278","0,0,0","421.93,476.832,0.40294","528.99,476.809,0.203735","528.981,476.815,0.206568","543.338,465.081,0.605636",
"428.498,124.466,0.814573","476.772,146.649,0.749433","489.848,138.829,0.643627","479.385,211.902,0.112087","0,0,0","465.024,153.177,0.80204","465.035,235.331,0.886542","406.332,214.528,0.666816","491.126,287.585,0.580926","505.475,284.979,0.516632","494.997,381.542,0.790751","529.003,453.29,0.754794","478.098,291.483,0.571714","418.091,389.348,0.721767","420.675,476.826,0.578086","425.916,115.34,0.131789","432.421,114.026,0.890703","0,0,0","454.679,107.489,0.891712","411.517,476.844,0.101036","0,0,0","421.944,476.835,0.348854","545.958,466.344,0.461444","0,0,0","536.793,457.22,0.554118",
"432.455,124.473,0.827788","478.117,147.949,0.689188","492.455,140.165,0.594699","496.354,211.885,0.0567738","0,0,0","467.649,151.918,0.74527","471.574,224.916,0.637257","432.445,223.579,0.46593","491.147,284.936,0.565863","505.499,281.052,0.508291","493.768,380.203,0.767169","530.316,454.634,0.717599","478.112,286.252,0.550624","421.935,385.461,0.736328","420.682,476.82,0.678002","431.135,117.871,0.0889061","435.006,115.32,0.832797","0,0,0","457.209,107.51,0.849767","411.572,476.842,0.11957","0,0,0","421.921,476.831,0.410984","545.943,466.421,0.33148","0,0,0","538.117,462.415,0.553415",
"432.375,125.772,0.868708","483.295,144.071,0.71391","492.433,138.828,0.611992","467.667,210.575,0.27597","431.133,163.64,0.472207","474.12,151.871,0.789874","482.003,232.766,0.799864","423.28,214.462,0.675283","491.134,288.897,0.557287","504.18,287.572,0.485578","496.322,386.733,0.776841","535.472,463.688,0.689138","479.418,292.798,0.539129","420.673,390.697,0.774368","420.658,476.827,0.46943","432.346,116.651,0.0923653","433.764,116.6,0.874882","0,0,0","458.528,107.511,0.848752","411.519,476.845,0.0809547","0,0,0","421.931,476.835,0.279515","547.288,466.421,0.335993","0,0,0","538.131,466.358,0.564109",
"441.533,131.048,0.86897","495.017,151.913,0.750413","502.872,142.746,0.588117","493.748,230.161,0.301903","450.669,183.212,0.391232","485.903,161.052,0.804616","495.055,247.16,0.842483","440.228,264.071,0.688921","501.569,300.627,0.484506","514.613,299.314,0.414234","495.036,405.022,0.780603","534.222,476.821,0.524093","491.137,303.227,0.481507","424.636,401.101,0.675391","403.707,476.836,0.150718","0,0,0","442.827,120.552,0.931337","0,0,0","465.016,108.863,0.957343","0,0,0","0,0,0","0,0,0","535.522,476.84,0.115393","536.831,476.848,0.101706","536.853,476.83,0.306785",
"437.643,131.003,0.844041","492.444,154.467,0.73409","505.495,142.751,0.693103","462.439,194.956,0.206231","444.211,170.123,0.45022","478.113,163.648,0.726838","495.058,252.328,0.817132","440.25,275.883,0.772156","497.673,307.121,0.506735","513.321,304.546,0.420833","495.058,405.038,0.776299","535.463,476.822,0.486341","485.936,307.176,0.511122","418.07,397.189,0.692322","402.439,476.835,0.0861784","0,0,0","440.244,119.29,0.875246","0,0,0","463.703,110.117,0.917798","0,0,0","0,0,0","0,0,0","535.522,476.841,0.105048","536.83,476.85,0.0930002","538.089,476.83,0.274823",
"433.759,130.938,0.898583","488.515,153.178,0.765773","508.087,141.477,0.762467","0,0,0","0,0,0","467.681,167.505,0.708594","493.727,247.133,0.822376","438.935,275.836,0.767379","496.325,307.128,0.512604","512.027,304.552,0.421875","495.084,405.013,0.794378","535.513,476.819,0.533721","482.01,308.433,0.496597","412.886,397.198,0.681969","401.073,476.834,0.135509","0,0,0","435.042,119.195,0.875798","0,0,0","458.529,110.065,0.867142","0,0,0","0,0,0","0,0,0","536.773,476.843,0.110968","538.09,476.847,0.102073","538.101,476.83,0.312063",
"432.385,127.095,0.817502","485.968,153.184,0.763378","509.403,141.46,0.72094","0,0,0","0,0,0","465.04,163.615,0.733109","483.292,245.811,0.730089","436.347,268.02,0.393749","493.729,305.826,0.492709","509.423,304.52,0.420873","496.354,402.437,0.805414","535.474,476.804,0.595596","475.502,305.858,0.493516","411.497,391.965,0.763973","399.788,476.827,0.208614","431.089,119.202,0.0630498","433.756,115.316,0.803774","0,0,0","455.915,108.846,0.851435","0,0,0","0,0,0","399.815,476.841,0.0979897","535.496,476.833,0.117623","538.115,476.834,0.128413","536.824,476.818,0.418074",
"432.366,128.343,0.872794","485.893,151.914,0.806638","511.998,141.432,0.748911","0,0,0","0,0,0","462.399,162.353,0.73874","480.677,247.164,0.78663","433.689,260.166,0.779376","495.023,304.549,0.555823","513.315,301.928,0.459046","497.649,402.422,0.777034","536.836,476.82,0.503483","476.796,305.847,0.537049","410.239,395.881,0.706903","398.51,476.836,0.12834","0,0,0","432.478,116.627,0.876782","0,0,0","454.601,108.808,0.908887","0,0,0","0,0,0","0,0,0","536.834,476.842,0.104174","538.127,476.849,0.0945754","539.437,476.832,0.265494",
"431.089,128.395,0.861818","482.026,150.594,0.801992","512.023,138.842,0.720112","0,0,0","0,0,0","453.299,162.283,0.760921","453.294,253.603,0.821026","399.782,245.859,0.74348","493.716,304.539,0.547204","512.013,303.229,0.481165","497.666,397.198,0.758797","536.765,476.798,0.681336","474.181,305.83,0.558933","410.204,395.878,0.695546","397.169,476.836,0.120321","0,0,0","432.363,117.902,0.866621","0,0,0","453.268,108.776,0.920414","0,0,0","0,0,0","0,0,0","535.519,476.836,0.128047","538.148,476.838,0.138539","538.126,476.815,0.482915",
"429.783,124.466,0.803908","478.095,150.524,0.798575","510.709,137.533,0.707159","0,0,0","0,0,0","446.765,161.048,0.736888","421.935,245.818,0.820413","371.09,227.535,0.764662","493.722,299.311,0.541084","512.026,298.001,0.503321","500.281,398.49,0.742216","536.78,476.797,0.702288","474.166,300.635,0.525284","410.23,394.585,0.716518","397.167,476.835,0.132025","0,0,0","431.105,112.717,0.84502","0,0,0","453.232,107.482,0.875411","0,0,0","0,0,0","0,0,0","536.786,476.832,0.138393","539.411,476.835,0.151146","538.135,476.815,0.512685",
"427.218,124.486,0.803058","476.768,150.563,0.825448","508.141,137.513,0.707459","0,0,0","0,0,0","444.189,162.31,0.767675","422.018,245.871,0.822541","375.015,227.559,0.680512","493.706,299.34,0.538246","514.611,298.022,0.512598","500.261,397.183,0.737491","536.798,476.799,0.699977","472.836,300.64,0.514211","411.485,393.277,0.753749","399.766,476.835,0.182874","0,0,0","431.06,112.747,0.829589","0,0,0","451.98,106.176,0.839501","0,0,0","0,0,0","399.759,476.848,0.0662989","536.793,476.834,0.139757","538.16,476.836,0.145633","538.15,476.817,0.480725",
"425.928,124.476,0.809125","478.115,149.214,0.737946","508.087,136.213,0.706955","0,0,0","0,0,0","449.407,159.671,0.669917","425.906,245.806,0.721887","375.026,227.535,0.683343","492.459,298.038,0.562388","514.59,297.993,0.513322","499.005,399.798,0.776687","536.858,476.809,0.618462","472.844,298.042,0.539019","411.572,391.982,0.772554","399.757,476.831,0.197761","0,0,0","429.834,112.721,0.82083","0,0,0","452.015,106.18,0.839026","0,0,0","0,0,0","399.754,476.844,0.0803226","536.842,476.839,0.122167","539.418,476.842,0.118583","539.42,476.825,0.376478",
"428.494,124.448,0.808266","478.1,149.254,0.768377","508.111,137.525,0.722777","0,0,0","0,0,0","448.089,160.952,0.735549","433.755,245.882,0.833291","380.244,235.373,0.704455","493.729,298.035,0.544082","513.319,296.731,0.495968","500.297,399.797,0.772104","536.853,476.812,0.659934","474.14,299.324,0.541369","411.587,394.599,0.741608","399.783,476.835,0.183477","0,0,0","431.104,112.716,0.847291","0,0,0","453.257,104.907,0.862146","0,0,0","0,0,0","399.767,476.848,0.0673003","538.102,476.839,0.133672","539.409,476.844,0.130094","539.409,476.827,0.397137",
"428.485,121.866,0.826955","480.703,149.249,0.766506","506.803,138.77,0.755284","0,0,0","0,0,0","453.288,160.978,0.762473","452.003,245.834,0.834644","397.19,240.579,0.596109","492.465,299.315,0.521499","510.731,298.001,0.469574","498.958,401.068,0.790657","536.808,476.812,0.624548","474.167,300.632,0.527062","412.895,395.88,0.671031","399.801,476.834,0.119564","0,0,0","431.086,110.165,0.874263","0,0,0","453.277,103.579,0.870112","0,0,0","0,0,0","0,0,0","536.839,476.84,0.126678","538.134,476.845,0.122869","538.156,476.825,0.381246",
"428.514,123.143,0.836507","482,147.953,0.759819","506.771,140.071,0.803932","497.661,205.37,0.0550442","0,0,0","454.644,158.368,0.750952","466.353,244.444,0.829941","419.367,235.448,0.621389","492.441,298.013,0.550036","510.7,296.703,0.487764","500.26,401.072,0.777868","536.789,476.817,0.609024","474.165,299.325,0.537885","412.9,398.49,0.660971","401.08,476.836,0.14069","0,0,0","431.133,111.417,0.880904","0,0,0","453.314,103.567,0.886649","0,0,0","0,0,0","0,0,0","536.829,476.841,0.127861","538.108,476.847,0.117583","538.147,476.83,0.35024",
"429.799,123.157,0.824956","483.281,146.649,0.750749","505.454,140.082,0.759852","496.36,196.233,0.0565465","0,0,0","461.099,153.189,0.739467","476.826,235.444,0.814886","412.865,223.651,0.616632","492.42,303.229,0.523759","506.807,300.62,0.459088","497.67,402.454,0.786863","536.801,476.82,0.551621","475.528,305.827,0.522647","414.16,397.204,0.682339","401.071,476.835,0.13528","0,0,0","432.364,111.437,0.888522","0,0,0","453.331,103.593,0.890713","0,0,0","0,0,0","0,0,0","536.814,476.842,0.11215","538.125,476.847,0.104593","538.167,476.832,0.301822",
"429.801,124.491,0.82959","484.551,146.635,0.768281","505.475,140.143,0.765365","505.467,214.491,0.0622915","0,0,0","463.678,151.872,0.793797","478.099,228.85,0.668276","428.491,224.908,0.585843","492.457,298.03,0.537006","506.834,297.997,0.476423","496.377,405.039,0.783274","535.519,476.814,0.500876","476.794,299.334,0.50897","414.145,395.888,0.677165","401.073,476.835,0.152386","0,0,0","432.381,114.019,0.87497","0,0,0","453.345,104.907,0.888923","0,0,0","0,0,0","0,0,0","536.832,476.84,0.108304","538.103,476.846,0.100955","538.102,476.827,0.304524",
"415.44,129.715,0.830863","472.836,150.592,0.581662","471.56,141.44,0.330488","0,0,0","0,0,0","472.852,159.671,0.656541","475.491,244.489,0.377505","436.359,224.984,0.272508","492.46,308.459,0.464738","505.503,308.446,0.396148","506.766,423.306,0.751723","538.092,476.839,0.0943921","482.002,308.468,0.456596","411.592,412.816,0.629868","393.291,476.833,0.0685091","0,0,0","415.474,119.204,0.825635","0,0,0","436.355,107.522,0.843241","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"414.17,132.289,0.857646","475.45,151.867,0.769579","483.321,140.092,0.569775","485.947,230.144,0.280753","425.905,204.069,0.414971","466.366,162.349,0.742998","479.384,264.109,0.790486","423.319,266.666,0.705166","496.383,314.96,0.537307","513.327,312.376,0.436548","506.797,422.01,0.81182","0,0,0","484.586,313.673,0.517354","406.323,411.531,0.708691","0,0,0","0,0,0","414.148,120.572,0.898323","0,0,0","435.029,110.06,0.900688","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"412.925,130.974,0.860687","474.116,154.477,0.762432","485.928,138.824,0.668264","484.643,209.284,0.0723231","451.988,211.868,0.209508","458.538,171.429,0.718849","475.505,266.718,0.819138","424.627,275.856,0.772159","495.051,317.58,0.535343","515.893,313.676,0.462091","509.396,421.957,0.774491","0,0,0","475.503,318.883,0.514242","401.14,405.038,0.732918","390.637,476.838,0.0657086","0,0,0","412.862,119.291,0.913687","0,0,0","433.7,110.124,0.9253","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"411.59,130.952,0.885135","466.391,155.771,0.737159","489.838,140.08,0.681198","0,0,0","0,0,0","446.767,172.74,0.723529","465.099,268,0.814837","423.254,266.702,0.776781","487.262,317.599,0.513907","510.706,316.271,0.436164","509.402,419.371,0.733932","543.338,476.839,0.0955695","466.386,317.612,0.503202","395.885,406.314,0.68021","388.076,476.838,0.0512285","0,0,0","411.528,119.284,0.891598","0,0,0","432.352,110.066,0.898753","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"410.209,129.632,0.834777","463.7,153.166,0.779774","493.761,134.906,0.664723","0,0,0","0,0,0","432.439,171.442,0.73878","445.47,266.655,0.810026","403.7,248.447,0.670499","485.881,314.99,0.499382","506.816,312.373,0.418182","508.1,414.135,0.768139","543.345,476.839,0.101284","463.769,316.274,0.503834","393.288,405.031,0.672494","385.428,476.838,0.0833762","0,0,0","410.235,119.186,0.856943","0,0,0","428.504,108.778,0.846232","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"407.621,128.388,0.76427","461.107,151.837,0.782315","495.06,133.607,0.679485","0,0,0","0,0,0","424.575,168.803,0.649637","420.639,261.493,0.522605","385.442,236.715,0.55592","482.015,309.77,0.472939","505.47,308.449,0.408064","506.833,411.525,0.777816","539.446,476.826,0.443522","459.83,311.076,0.471911","394.601,406.338,0.653131","384.162,476.835,0.114943","0,0,0","407.631,117.925,0.783824","0,0,0","427.205,108.818,0.867862","0,0,0","0,0,0","0,0,0","540.717,476.841,0.100542","540.742,476.849,0.0829375","544.637,476.835,0.214323",
"408.926,129.655,0.827219","455.908,151.894,0.798304","495.048,132.275,0.709435","0,0,0","0,0,0","420.703,171.419,0.769565","415.488,266.761,0.738113","382.845,239.299,0.740981","483.323,313.672,0.48814","506.774,311.075,0.429776","506.824,412.84,0.764357","538.185,476.837,0.147477","459.822,313.689,0.460321","394.6,408.936,0.655849","386.757,476.838,0.0693255","0,0,0","407.641,119.191,0.839343","0,0,0","425.896,108.788,0.866218","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"406.328,125.762,0.74272","454.655,151.856,0.810865","496.365,130.955,0.699021","0,0,0","0,0,0","414.2,171.473,0.728086","390.718,265.346,0.855458","359.392,223.575,0.718956","481.979,312.362,0.493213","505.52,311.061,0.44755","505.463,410.199,0.739178","538.055,476.834,0.203917","454.663,314.977,0.486292","394.576,410.218,0.666701","388.04,476.838,0.0600705","0,0,0","405.033,115.343,0.800511","0,0,0","423.357,107.519,0.884436","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","539.472,476.839,0.0737844",
"408.91,127.04,0.757432","455.889,150.597,0.821532","496.357,129.682,0.718348","0,0,0","0,0,0","415.483,171.455,0.689683","381.5,256.244,0.863228","348.952,211.893,0.760097","483.327,307.165,0.437204","506.768,304.532,0.335828","502.867,408.906,0.457126","536.755,476.835,0.0711909","462.417,308.463,0.424681","393.321,405.043,0.628645","386.741,476.838,0.0753741","0,0,0","406.318,115.309,0.794698","0,0,0","423.342,106.209,0.866936","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"410.22,121.865,0.745313","454.638,151.853,0.817674","496.358,130.968,0.706887","0,0,0","0,0,0","414.182,171.475,0.7353","390.666,260.176,0.811266","356.735,215.811,0.720925","475.524,318.883,0.489336","504.181,317.584,0.400121","505.467,411.544,0.776777","536.722,476.84,0.075895","451.96,317.587,0.465588","393.252,405.018,0.711892","386.748,476.838,0.085577","0,0,0","408.921,111.443,0.788669","0,0,0","424.568,103.6,0.834258","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"408.949,119.294,0.826461","457.249,150.496,0.765156","496.426,129.662,0.729126","0,0,0","0,0,0","421.986,166.215,0.714148","398.479,261.494,0.69667","368.439,223.683,0.696294","479.377,308.46,0.44379","505.504,307.135,0.389493","504.192,408.932,0.647924","535.458,476.84,0.0703095","453.326,308.476,0.448023","393.309,403.75,0.649597","386.738,476.839,0.0761612","0,0,0","410.217,110.052,0.855642","0,0,0","427.217,100.99,0.826057","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"411.526,120.498,0.824045","458.538,150.538,0.788899","497.699,130.94,0.736084","0,0,0","0,0,0","421.958,167.519,0.75235","401.151,264.046,0.819061","365.858,223.606,0.761077","478.077,313.674,0.457775","505.467,309.776,0.407395","505.529,412.856,0.777852","535.465,476.84,0.0780571","453.32,313.686,0.469207","394.575,405.022,0.653329","386.733,476.838,0.0712526","0,0,0","411.475,108.85,0.884676","0,0,0","428.519,99.7405,0.834605","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"412.818,116.63,0.777191","464.999,149.253,0.80154","501.581,131.013,0.737153","0,0,0","0,0,0","428.502,162.351,0.728212","416.75,258.87,0.752162","375.025,224.975,0.691623","478.09,316.267,0.459826","505.441,312.361,0.405202","505.492,414.146,0.757032","534.182,476.839,0.0981152","454.564,316.289,0.459183","394.576,410.217,0.66601","388.061,476.838,0.0526409","0,0,0","411.606,106.212,0.838416","0,0,0","432.353,98.3263,0.892813","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"419.391,117.949,0.813706","470.286,145.369,0.743104","505.475,133.61,0.755214","0,0,0","0,0,0","436.34,159.664,0.708034","433.73,254.96,0.85029","385.44,223.605,0.766374","483.273,314.983,0.480312","505.493,314.981,0.414684","505.49,421.93,0.75245","531.584,476.841,0.0606971","458.535,314.961,0.470296","395.885,408.939,0.654577","388.042,476.838,0.0625178","0,0,0","418.047,106.19,0.805086","0,0,0","435.044,97.0429,0.854177","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
